Accession;TM domains;Signal peptide;TM string
P80075;0;Y;n3-14c23/24o
P80098;0;Y;n4-15c23/24o
P80108;0;Y;n6-15c20/21o
P80162;0;Y;n18-29c37/38o
P80188;0;Y;n3-16c20/21o
P80192;0;Y;n6-13c17/18o
P80217;0;0;i
P80294;0;0;i
P80297;0;0;i
P80303;0;Y;n6-19c24/25o
P80365;3;0;o6-23i30-47o53-73i
P80370;1;Y;n6-17c23/24o307-328i
P80404;0;0;i
P80511;0;0;i
P80723;0;0;i
P80748;0;Y;n4-15c20/21o
P81172;0;Y;n8-19c24/25o
P81274;0;0;i
P81277;0;Y;n7-18c23/24o
P81408;4;0;o30-56i68-87o93-115i173-200o
P81534;0;Y;n6-16c22/23o
P81605;0;Y;n3-14c19/20o
P82094;0;0;i
P82251;12;0;i30-49o61-86i107-133o149-170i182-201o213-232i252-270o303-329i349-368o380-399i411-430o436-457i
P82279;1;Y;n9-20c27/28o1344-1368i
P82650;0;Y;n4-14c22/23o
P82912;0;0;i
P82914;0;0;i
P82930;0;0;i
P82932;0;0;i
P82979;0;0;i
P82987;0;0;i
P83105;0;Y;n14-24c29/30o
P83110;0;Y;n5-16c24/25o
P83111;0;Y;n4-14c19/20o
P83369;0;0;i
P83436;0;0;i
P83731;0;0;i
P83876;0;0;i
P83881;0;0;i
P83916;0;0;i
P84022;0;0;i
P84074;0;0;i
P84077;0;0;i
P84085;0;0;i
P84090;0;0;i
P84095;0;0;i
P84098;0;0;i
P84103;0;0;i
P84243;0;0;i
P84550;0;0;i
P84996;0;0;i
P85037;0;0;i
P85298;0;0;i
P85299;0;0;i
P86397;0;0;i
P86452;0;0;i
P86479;0;0;i
P86480;0;0;i
P98066;0;Y;n2-12c17/18o
P98073;1;0;i20-38o
P98077;0;0;i
P98082;0;0;i
P98088;0;Y;n8-19c27/28o
P98095;0;Y;n8-19c27/28o
P98153;1;Y;n7-18c23/24o348-368i
P98155;1;Y;n5-16c24/25o798-819i
P98160;0;Y;n5-16c21/22o
P98161;11;Y;n9-19c23/24o3075-3095i3281-3302o3322-3344i3556-3578o3584-3603i3671-3690o3893-3916i3936-3959o3979-4000i4026-4048o4082-4106i
P98164;1;Y;n6-20c25/26o4424-4446i
P98168;0;0;i
P98170;0;0;i
P98171;0;0;i
P98172;1;Y;n13-24c29/30o238-263i
P98174;0;0;i
P98175;0;0;i
P98177;0;0;i
P98179;0;0;i
P98187;1;Y;n3-11c16/17o26-42i
P98194;10;0;i79-97o103-119i269-288o294-323i702-722o734-754i775-795o807-824i844-861o873-895i
P98196;10;0;i69-87o93-109i295-318o349-368i885-903o915-935i965-987o999-1021i1033-1057o1063-1088i
P98198;10;0;i72-89o95-113i295-317o337-363i890-911o923-943i973-992o1012-1030i1042-1063o1083-1106i
P99999;0;0;i
Q00005;0;0;i
Q00013;0;0;i
Q00056;0;0;i
Q00059;0;Y;n8-15c19/20o
Q00169;0;0;i
Q00266;0;0;i
Q00325;2;0;i263-284o315-333i
Q00341;0;0;i
Q00403;0;0;i
Q00444;0;0;i
Q00526;0;0;i
Q00532;0;0;i
Q00534;0;0;i
Q00535;0;0;i
Q00536;0;0;i
Q00537;0;0;i
Q00577;0;0;i
Q00587;0;0;i
Q00597;0;0;i
Q00604;0;Y;n5-16c20/21o
Q00610;0;0;i
Q00613;0;0;i
Q00653;0;0;i
Q00688;0;0;i
Q00722;0;0;i
Q00765;2;0;i36-66o86-107i
Q00796;0;0;i
Q00839;0;0;i
Q00872;0;0;i
Q00887;0;0;i
Q00888;0;0;i
Q00889;0;0;i
Q00973;0;Y;n7-20c25/26o
Q00975;22;0;o97-114i135-156o168-188i200-217o223-245i300-321o333-355i484-504o510-527i548-566o572-589i609-631o687-709i1151-1169o1189-1209i1221-1239o1282-1304i1394-1419o1475-1493i1505-1531o1598-1616i1685-1708o
Q00978;0;0;i
Q00987;0;0;i
Q00994;0;0;i
Q00G26;0;0;i
Q00LT1;0;Y;n4-15c20/21o
Q01064;0;0;i
Q01081;0;0;i
Q01082;0;0;i
Q01085;0;0;i
Q01094;0;0;i
Q01101;0;0;i
Q01105;0;0;i
Q01113;2;0;i25-44o267-291i
Q01118;21;0;o119-140i152-176o237-259i369-397o501-524i536-557o577-597i609-625o631-649i708-728o934-953i974-993o999-1017i1050-1072o1167-1193i1243-1270o1282-1300i1307-1326o1338-1357i1369-1397o1473-1499i
Q01130;0;0;i
Q01151;1;Y;n4-14c19/20o145-166i
Q01167;0;0;i
Q01196;0;0;i
Q01201;0;0;i
Q01344;1;Y;n3-14c19/20o342-362i
Q01362;4;0;i66-88o100-117i129-150o181-202i
Q01415;0;0;i
Q01432;0;0;i
Q01433;0;0;i
Q01449;0;0;i
Q01453;3;Y;n2-21c26/27o65-84i96-117o137-156i
Q01469;0;0;i
Q01484;0;0;i
Q01518;0;0;i
Q01523;0;Y;n4-15c19/20o
Q01524;0;Y;n4-15c19/20o
Q01534;0;0;i
Q01538;0;0;i
Q01543;0;0;i
Q01546;0;0;i
Q01581;0;0;i
Q01628;2;0;o58-80i108-132o
Q01629;2;0;o57-79i107-127o
Q01638;1;Y;n3-13c17/18o327-350i
Q01650;12;0;i52-71o83-104i138-158o170-188i200-220o240-262i274-298o318-339i370-390o396-419i431-453o459-478i
Q01658;0;0;i
Q01664;0;0;i
Q01668;19;0;i130-147o167-187i199-218o271-294i350-371o383-405i523-541o561-584i653-672o725-752i887-905o925-945i957-983o1003-1033i1130-1155o1209-1227i1239-1259o1349-1367i1441-1464o
Q01718;7;0;o30-50i57-79o105-126i147-168o180-200i221-244o256-278i
Q01726;7;0;o44-64i76-99o119-140i161-181o187-214i235-259o279-300i
Q01740;1;Y;n5-12c16/17o513-531i
Q01780;0;0;i
Q01804;0;0;i
Q01813;0;0;i
Q01814;8;0;i98-121o151-170i402-423o443-469i955-973o993-1011i1031-1051o1063-1084i
Q01826;0;0;i
Q01831;0;0;i
Q01844;0;0;i
Q01850;0;0;i
Q01851;0;0;i
Q01860;0;0;i
Q01892;0;0;i
Q01954;0;0;i
Q01955;0;Y;n11-22c28/29o
Q01959;12;0;i69-87o99-120i141-168o238-255i267-291o311-332i352-372o392-418i447-472o478-501i522-544o556-578i
Q01968;0;0;i
Q01970;0;0;i
Q01973;2;Y;n13-24c29/30o404-427i675-694o
Q01974;1;Y;n12-25c33/34o403-425i
Q02040;0;0;i
Q02078;0;0;i
Q02080;0;0;i
Q02083;0;Y;n12-23c28/29o
Q02086;0;0;i
Q02094;12;0;i7-26o46-68i75-95o115-134i141-160o172-191i203-222o242-260i272-291o297-314i335-353o359-383i
Q02108;0;0;i
Q02127;1;0;i12-30o
Q02153;0;0;i
Q02156;0;0;i
Q02161;12;0;i12-31o43-65i77-94o106-127i139-157o169-188i200-220o240-258i270-289o295-312i332-349o361-388i
Q02218;0;0;i
Q02223;1;0;o54-77i
Q02224;0;0;i
Q02241;0;0;i
Q02246;0;Y;n11-22c30/31o
Q02252;0;Y;n2-7c12/13o
Q02297;1;0;i243-264o
Q02318;0;0;i
Q02363;0;0;i
Q02383;0;Y;n4-15c23/24o
Q02388;0;Y;n5-16c23/24o
Q02410;0;0;i
Q02413;1;Y;n8-19c23/24o546-569i
Q02446;0;0;i
Q02447;0;0;i
Q02487;1;Y;n13-24c28/29o695-716i
Q02505;1;Y;n3-13c17/18o3226-3250i
Q02535;0;0;i
Q02539;0;0;i
Q02543;0;0;i
Q02548;0;0;i
Q02556;0;0;i
Q02575;0;0;i
Q02577;0;0;i
Q02641;0;0;i
Q02643;5;Y;n6-17c22/23o131-154i241-261o281-308i329-348o360-379i
Q02742;0;Y;n21-32c36/37o
Q02747;0;Y;n3-14c19/20o
Q02750;0;0;i
Q02763;1;Y;n4-16c22/23o746-770i
Q02779;0;0;i
Q02790;0;0;i
Q02809;0;Y;n4-15c20/21o
Q02817;0;Y;n8-18c23/24o
Q02818;0;Y;n10-21c26/27o
Q02833;0;0;i
Q02846;2;0;i38-63o465-487i
Q02878;0;0;i
Q02880;0;0;i
Q02928;2;0;o18-39i120-140o
Q02930;0;0;i
Q02952;0;0;i
Q02962;0;0;i
Q02978;0;0;i
Q02985;0;Y;n2-13c18/19o
Q03001;0;0;i
Q03013;0;0;i
Q03014;0;0;i
Q03052;0;0;i
Q03060;0;0;i
Q03111;0;0;i
Q03112;0;0;i
Q03113;0;0;i
Q03135;1;0;i105-129o
Q03154;0;0;i
Q03164;0;0;i
Q03167;1;Y;n6-17c22/23o785-809i
Q03181;0;0;i
Q03188;0;0;i
Q03252;0;Y;n17-25c29/30o
Q03393;0;0;i
Q03395;4;0;i21-44o64-83i103-125o264-286i
Q03403;0;Y;n6-17c21/22o
Q03405;0;Y;n6-17c22/23o
Q03426;0;0;i
Q03431;7;Y;n9-19c24/25o189-212i224-245o296-315i320-341o361-385i406-426o446-466i
Q03468;0;0;i
Q03518;7;0;i12-35o55-80i92-113o133-154i187-208o228-249i314-341o
Q03519;4;Y;n12-23c32/33o56-79i99-119o149-169i189-208o
Q03591;0;Y;n3-10c18/19o
Q03692;0;Y;n5-13c18/19o
Q03721;7;0;o227-245i280-301o313-331i343-361o381-402i423-440o452-481i
Q03923;0;0;i
Q03933;0;0;i
Q03989;0;0;i
Q04118;0;Y;n2-13c18/19o
Q04206;0;0;i
Q04323;0;0;i
Q04446;0;0;i
Q04609;1;0;i20-43o
Q04637;0;0;i
Q04656;8;0;i654-673o705-732i744-766o778-797i940-964o984-1007i1359-1381o1387-1407i
Q04671;11;0;i177-197o329-347i354-370o390-410i422-440o508-531i622-644o650-667i679-701o721-739i812-835o
Q04695;0;0;i
Q04721;1;Y;n7-18c25/26o1678-1700i
Q04724;0;0;i
Q04725;0;0;i
Q04726;0;0;i
Q04727;0;0;i
Q04741;0;0;i
Q04743;0;0;i
Q04756;0;Y;n19-29c35/36o
Q04759;0;0;i
Q04760;0;0;i
Q04771;1;Y;n5-16c20/21o124-146i
Q04828;0;0;i
Q04837;0;0;i
Q04844;4;Y;n4-15c20/21o241-263i275-295o307-328i457-479o
Q04864;0;0;i
Q04900;1;Y;n8-19c23/24o163-184i
Q04912;1;Y;n7-17c24/25o958-982i
Q04917;0;0;i
Q04941;4;0;i26-45o51-73i85-104o110-130i
Q05066;0;0;i
Q05084;0;0;i
Q05086;0;0;i
Q05193;0;0;i
Q05195;0;0;i
Q05209;0;0;i
Q05215;0;0;i
Q05315;0;0;i
Q05329;0;0;i
Q05397;0;0;i
Q05469;0;0;i
Q05481;0;0;i
Q05513;0;0;i
Q05516;0;0;i
Q05519;0;0;i
Q05586;3;Y;n6-15c20/21o562-580i635-657o813-837i
Q05639;0;0;i
Q05655;0;0;i
Q05682;0;0;i
Q05707;0;Y;n12-23c28/29o
Q05823;0;0;i
Q05901;4;Y;n7-14c18/19o234-257i269-287o299-320i429-450o
Q05923;0;0;i
Q05925;0;0;i
Q05932;0;Y;n10-17c21/22o
Q05940;12;0;i21-44o131-153i160-185o191-211i223-243o249-270i291-311o331-351i358-378o390-410i417-436o448-470i
Q05996;1;0;o716-737i
Q05BQ5;0;0;i
Q05D60;0;0;i
Q06033;0;Y;n3-14c18/19o
Q06055;2;0;i74-100o112-139i
Q06124;0;0;i
Q06136;1;Y;n2-17c25/26o294-315i
Q06141;0;Y;n10-21c26/27o
Q06187;0;0;i
Q06190;0;0;i
Q06203;0;0;i
Q06210;0;0;i
Q06265;0;0;i
Q06278;0;0;i
Q06323;0;0;i
Q06330;0;0;i
Q06413;0;0;i
Q06416;0;0;i
Q06418;1;Y;n23-35c40/41o429-451i
Q06432;3;Y;n11-21c25/26o105-129i141-158o178-202i
Q06455;0;0;i
Q06481;1;Y;n15-30c48/49o694-716i
Q06495;8;0;i100-121o141-160i348-370o403-431i443-463o469-491i511-534o540-561i
Q06520;0;0;i
Q06546;0;0;i
Q06547;0;0;i
Q06587;0;0;i
Q06609;0;0;i
Q06643;1;0;i19-47o
Q06710;0;0;i
Q06730;0;0;i
Q06787;0;0;i
Q06828;0;Y;n3-13c18/19o
Q06830;0;0;i
Q06889;0;0;i
Q06945;0;0;i
Q07001;4;Y;n5-16c21/22o247-268i280-296o308-331i472-494o
Q07002;0;0;i
Q07011;1;0;o187-208i
Q07020;0;0;i
Q07021;0;0;i
Q07065;1;0;i110-131o
Q07075;1;0;i20-39o
Q07092;0;Y;n5-16c21/22o
Q07108;1;0;o37-61i
Q07157;0;0;i
Q07283;0;0;i
Q07325;0;Y;n6-18c22/23o
Q07326;6;0;i9-29o41-62i83-106o112-133i154-175o181-209i
Q07343;0;0;i
Q07352;0;0;i
Q07444;1;0;o75-97i
Q07617;0;0;i
Q07627;0;0;i
Q07654;0;Y;n5-16c21/22o
Q07666;0;0;i
Q07687;0;0;i
Q07699;1;Y;n4-14c19/20o161-182i
Q07812;1;0;o170-188i
Q07817;1;0;i213-231o
Q07820;1;0;o331-349i
Q07837;1;0;i88-110o
Q07864;1;0;o1995-2011i
Q07866;0;0;i
Q07869;0;0;i
Q07889;0;0;i
Q07890;0;0;i
Q07912;0;0;i
Q07954;1;Y;n6-16c20/21o4424-4444i
Q07955;0;0;i
Q07960;1;0;i157-178o
Q07973;0;0;i
Q08043;0;0;i
Q08050;0;0;i
Q08116;0;0;i
Q08117;0;0;i
Q08170;0;0;i
Q08174;1;Y;n37-50c57/58o853-874i
Q08188;0;0;i
Q08209;0;0;i
Q08211;0;0;i
Q08257;0;0;i
Q08289;0;0;i
Q08334;1;Y;n4-15c19/20o221-249i
Q08345;1;Y;n5-15c20/21o417-439i
Q08357;8;0;o6-26i110-132o144-170i182-200o212-238i485-504o534-551i618-649o
Q08378;0;0;i
Q08379;0;0;i
Q08380;0;Y;n6-13c18/19o
Q08397;0;Y;n10-21c25/26o
Q08426;0;0;i
Q08431;0;Y;n6-17c23/24o
Q08462;12;0;i46-70o76-98i105-125o131-151i158-181o187-207i600-621o627-652i680-701o739-757i764-782o802-820i
Q08477;0;Y;n20-31c36/37o
Q08493;0;0;i
Q08495;0;0;i
Q08499;0;0;i
Q08554;1;Y;n16-27c32/33o692-714i
Q08623;0;0;i
Q08629;0;Y;n4-17c21/22o
Q08648;0;Y;n5-18c25/26o
Q08708;1;Y;n11-19c37/38o184-205i
Q08722;5;Y;n4-15c20/21o143-165i177-198o210-228i237-264o270-289i
Q08752;0;0;i
Q08828;12;0;i64-83o95-113i125-142o162-177i182-202o214-234i608-630o636-655i675-699o729-747i754-772o784-802i
Q08830;0;Y;n4-14c22/23o
Q08881;0;0;i
Q08945;0;0;i
Q08999;0;0;i
Q08AD1;0;0;i
Q08AE8;0;0;i
Q08AG5;0;0;i
Q08AG7;0;Y;n4-15c20/21o
Q08AH1;1;0;o124-145i
Q08AH3;0;0;i
Q08AM6;0;0;i
Q08ET2;1;Y;n4-11c16/17o354-381i
Q08J23;0;0;i
Q09013;1;0;o588-611i
Q09019;0;0;i
Q09028;0;0;i
Q09161;0;0;i
Q09327;0;Y;n8-26c30/31o
Q09328;1;0;i14-34o
Q09428;17;0;o33-52i73-94o106-124i136-155o161-185i307-324o351-368i430-454o460-478i536-559o571-593i1000-1021o1062-1088i1100-1121o1152-1177i1253-1271o1277-1296i
Q09470;6;0;i168-189o221-242i249-267o287-305i326-347o387-408i
Q09472;0;0;i
Q09666;0;0;i
Q09FC8;0;0;i
Q0D2H9;0;0;i
Q0D2I5;0;0;i
Q0D2K0;9;0;i54-76o103-123i130-150o156-176i197-218o224-242i263-281o293-314i326-345o
Q0D2K3;0;Y;n4-11c19/20o
Q0GE19;9;Y;n12-20c25/26o41-58i70-91o103-124i136-157o169-190i202-223o235-256i268-291o297-319i
Q0IIM8;0;0;i
Q0JRZ9;0;0;i
Q0P5N6;0;0;i
Q0PNE2;0;0;i
Q0VAK6;0;0;i
Q0VAM2;0;0;i
Q0VAQ4;1;0;o35-60i
Q0VD83;0;0;i
Q0VD86;0;0;i
Q0VDD7;0;0;i
Q0VDD8;0;Y;n16-26c31/32o
Q0VDF9;0;0;i
Q0VF96;0;0;i
Q0VG06;0;Y;n11-22c30/31o
Q0VG99;0;0;i
Q0VGL1;0;0;i
Q0WX57;0;0;i
Q0ZGT2;0;0;i
Q10469;0;Y;n10-24c29/30o
Q10471;0;Y;n8-20c32/33o
Q10472;1;0;i9-28o
Q10567;0;0;i
Q10570;0;0;i
Q10571;0;0;i
Q10586;0;0;i
Q10587;0;0;i
Q10588;0;Y;n11-26c32/33o
Q10589;1;0;i22-44o
Q10713;0;Y;n2-9c14/15o
Q10981;1;0;o12-28i
Q11128;1;0;o12-34i
Q11130;1;0;i12-34o
Q11201;0;Y;n11-26c34/35o
Q11203;1;0;o6-25i
Q11206;0;Y;n9-19c26/27o
Q12756;0;0;i
Q12765;0;0;i
Q12768;0;0;i
Q12769;0;0;i
Q12770;7;0;i20-45o280-301i313-339o351-375i396-414o420-442i711-733o
Q12772;2;0;i482-503o539-558i
Q12774;0;0;i
Q12778;0;0;i
Q12788;0;0;i
Q12789;0;0;i
Q12791;8;0;o86-108i179-197o217-235i242-264o276-293i300-321o336-355i367-385o
Q12792;0;0;i
Q12794;0;Y;n5-16c21/22o
Q12797;1;0;i54-75o
Q12798;0;0;i
Q12800;0;0;i
Q12802;0;0;i
Q12805;0;Y;n4-12c17/18o
Q12809;5;0;o412-433i445-469o502-524i545-571o639-663i
Q12815;0;0;i
Q12816;0;0;i
Q12824;0;0;i
Q12830;0;0;i
Q12834;0;0;i
Q12836;1;Y;n3-11c16/17o506-528i
Q12837;0;0;i
Q12840;0;0;i
Q12841;0;Y;n5-15c20/21o
Q12846;1;0;i274-296o
Q12849;0;0;i
Q12851;1;0;o608-628i
Q12852;0;0;i
Q12857;0;0;i
Q12860;1;Y;n4-15c20/21o998-1016i
Q12864;1;Y;n7-17c22/23o785-808i
Q12866;1;Y;n6-17c25/26o502-523i
Q12870;0;0;i
Q12873;0;0;i
Q12874;0;0;i
Q12879;4;Y;n7-18c26/27o557-579i600-617o629-651i820-843o
Q12882;0;0;i
Q12884;0;Y;n8-19c23/24o
Q12887;9;0;i165-184o190-210i231-252o258-277i284-303o309-331i352-373o379-399i411-428o
Q12888;0;0;i
Q12889;0;Y;n4-14c21/22o
Q12891;0;Y;n8-15c20/21o
Q12893;6;0;i12-37o57-86i98-121o127-149i161-180o186-205i
Q12899;0;0;i
Q12904;0;0;i
Q12905;0;0;i
Q12906;0;0;i
Q12907;1;0;o323-345i
Q12908;9;0;o29-53i65-89o95-119i131-153o165-184i196-220o226-245i257-278o290-311i
Q12912;1;0;o496-514i
Q12913;1;Y;n19-30c35/36o975-996i
Q12918;1;0;i43-66o
Q12923;0;0;i
Q12929;0;0;i
Q12931;0;0;i
Q12933;0;0;i
Q12934;0;0;i
Q12946;0;0;i
Q12947;0;0;i
Q12948;0;0;i
Q12951;0;0;i
Q12952;0;0;i
Q12955;0;0;i
Q12959;0;0;i
Q12962;0;0;i
Q12965;0;0;i
Q12967;0;0;i
Q12968;0;0;i
Q12972;0;0;i
Q12974;0;0;i
Q12979;0;0;i
Q12980;0;0;i
Q12981;1;0;i203-220o
Q12982;0;0;i
Q12983;1;0;i161-184o
Q12986;0;0;i
Q12996;0;0;i
Q13002;3;Y;n19-26c31/32o563-582i639-661o820-844i
Q13003;4;0;i12-27o565-584i641-663o821-845i
Q13007;0;Y;n31-43c48/49o
Q13009;0;0;i
Q13011;0;0;i
Q13015;0;0;i
Q13017;0;0;i
Q13018;1;Y;n2-13c20/21o1398-1421i
Q13021;4;0;o20-46i58-82o94-113i125-152o
Q13023;0;0;i
Q13029;0;0;i
Q13033;0;0;i
Q13042;0;0;i
Q13043;0;0;i
Q13045;0;0;i
Q13049;0;0;i
Q13057;0;Y;n7-18c23/24o
Q13061;1;0;o48-71i
Q13064;0;0;i
Q13075;0;0;i
Q13077;0;0;i
Q13084;0;0;i
Q13085;0;0;i
Q13087;0;Y;n4-14c21/22o
Q13093;0;Y;n6-16c21/22o
Q13094;0;0;i
Q13098;0;0;i
Q13099;0;0;i
Q13105;0;0;i
Q13107;0;0;i
Q13111;0;0;i
Q13112;0;0;i
Q13113;1;Y;n4-15c20/21o30-54i
Q13114;0;0;i
Q13115;0;0;i
Q13117;0;0;i
Q13118;0;0;i
Q13123;0;0;i
Q13126;0;0;i
Q13127;0;0;i
Q13129;0;0;i
Q13131;0;0;i
Q13133;0;0;i
Q13136;0;0;i
Q13137;0;0;i
Q13144;0;0;i
Q13145;1;0;o148-173i
Q13148;0;0;i
Q13151;0;0;i
Q13153;0;0;i
Q13155;0;0;i
Q13156;0;0;i
Q13158;0;Y;n4-12c17/18o
Q13162;0;Y;n20-30c37/38o
Q13163;0;0;i
Q13164;0;0;i
Q13177;0;0;i
Q13183;12;0;o12-31i38-67o87-105i117-139o269-294i327-346o366-384i417-432o452-470i482-501o507-529i541-560o
Q13185;0;0;i
Q13188;0;0;i
Q13190;1;0;i334-354o
Q13191;0;0;i
Q13200;1;0;o787-806i
Q13201;0;Y;n6-14c19/20o
Q13202;0;0;i
Q13206;0;0;i
Q13207;0;Y;n28-43c49/50o
Q13214;0;Y;n4-19c24/25o
Q13216;0;0;i
Q13217;0;0;i
Q13219;0;Y;n6-17c22/23o
Q13224;4;Y;n12-23c28/29o558-580i601-618o630-655i821-844o
Q13227;0;0;i
Q13228;0;0;i
Q13231;0;Y;n4-14c22/23o
Q13232;0;Y;n2-13c19/20o
Q13233;0;0;i
Q13237;0;0;i
Q13239;0;0;i
Q13241;1;0;o12-31i
Q13242;0;0;i
Q13243;0;0;i
Q13247;0;0;i
Q13253;0;Y;n7-18c27/28o
Q13255;7;Y;n3-14c18/19o594-617i629-650o662-683i704-727o753-772i784-806o812-831i
Q13257;0;0;i
Q13258;7;0;o20-41i61-88o108-132i144-169o201-221i264-286o306-326i
Q13261;1;Y;n12-23c30/31o206-228i
Q13263;0;Y;n2-13c18/19o
Q13268;0;0;i
Q13275;0;Y;n2-13c18/19o
Q13277;1;0;i264-288o
Q13283;0;0;i
Q13285;0;0;i
Q13286;9;0;o39-59i98-122o128-145i152-175o181-200i212-230o281-298i344-365o371-390i
Q13287;0;0;i
Q13291;1;Y;n5-15c20/21o238-258i
Q13303;0;0;i
Q13304;6;0;o65-85i97-118o138-162i174-196o221-243i264-281o
Q13308;1;Y;n14-25c30/31o705-726i
Q13309;0;0;i
Q13310;0;0;i
Q13315;0;0;i
Q13316;0;Y;n3-11c16/17o
Q13319;0;0;i
Q13322;0;0;i
Q13323;1;0;o136-159i
Q13324;7;Y;n3-10c19/20o121-141i153-171o191-214i226-248o268-287i308-328o340-362i
Q13325;0;0;i
Q13326;1;0;i35-58o
Q13330;0;0;i
Q13332;1;Y;n12-24c29/30o1283-1306i
Q13336;10;0;i61-85o91-109i116-136o142-161i173-190o202-223i244-269o281-303i310-327o333-352i
Q13342;0;0;i
Q13347;0;0;i
Q13349;1;Y;n2-9c13/14o1100-1123i
Q13351;0;0;i
Q13352;0;0;i
Q13356;0;0;i
Q13360;0;0;i
Q13361;0;Y;n8-19c28/29o
Q13362;0;0;i
Q13363;0;0;i
Q13367;0;0;i
Q13368;0;0;i
Q13370;6;0;i78-96o116-137i149-172o192-211i218-240o246-267i
Q13371;0;0;i
Q13387;0;0;i
Q13393;0;0;i
Q13394;0;0;i
Q13395;0;0;i
Q13398;0;0;i
Q13402;0;0;i
Q13404;0;0;i
Q13405;0;0;i
Q13409;0;0;i
Q13410;1;Y;n12-21c26/27o246-272i
Q13415;0;0;i
Q13416;0;0;i
Q13418;0;0;i
Q13421;0;Y;n9-28c38/39o
Q13422;0;0;i
Q13423;14;0;i478-498o504-523i530-551o557-577i597-616o622-639i646-666o672-691i703-724o740-759i779-797o803-826i833-852o858-879i
Q13424;0;0;i
Q13425;0;Y;n3-12c17/18o
Q13426;0;0;i
Q13427;0;0;i
Q13428;0;Y;n10-19c26/27o
Q13432;0;0;i
Q13433;6;Y;n5-15c20/21o323-349i356-378o425-444i658-679o685-703i724-745o
Q13435;0;0;i
Q13438;0;Y;n5-20c25/26o
Q13439;0;0;i
Q13443;1;Y;n16-23c28/29o699-718i
Q13444;1;Y;n3-14c22/23o694-717i
Q13445;1;Y;n4-15c23/24o193-213i
Q13449;1;Y;n12-23c31/32o316-335i
Q13451;0;0;i
Q13454;4;Y;n25-36c41/42o198-217i229-248o282-301i313-333o
Q13459;0;0;i
Q13461;0;0;i
Q13464;0;0;i
Q13467;7;Y;n11-21c26/27o237-259i271-291o311-344i356-378o408-429i450-471o500-522i
Q13469;0;0;i
Q13470;0;0;i
Q13472;0;0;i
Q13477;1;Y;n3-13c18/19o320-342i
Q13478;1;Y;n6-14c19/20o331-351i
Q13480;0;0;i
Q13485;0;0;i
Q13487;0;0;i
Q13488;8;Y;n10-17c22/23o398-423i444-461o512-530i537-555o575-593i600-619o631-656i766-791o
Q13489;0;0;i
Q13490;0;0;i
Q13491;4;0;i38-66o86-111i132-156o224-248i
Q13492;0;0;i
Q13495;0;0;i
Q13496;0;0;i
Q13501;0;0;i
Q13503;0;0;i
Q13505;1;0;o421-443i
Q13506;0;0;i
Q13507;8;0;i419-443o455-475i507-524o544-563i609-630o650-672i693-709o721-740i
Q13508;1;Y;n8-19c26/27o366-387i
Q13509;0;0;i
Q13510;0;Y;n6-16c21/22o
Q13515;0;0;i
Q13516;0;0;i
Q13519;0;Y;n3-14c19/20o
Q13520;6;0;i27-48o54-74i100-122o142-161i173-192o212-236i
Q13522;0;0;i
Q13523;0;0;i
Q13526;0;0;i
Q13530;11;0;o6-28i40-57o97-117i129-151o157-180i201-227o239-256i268-287o337-353i407-427o447-467i
Q13535;1;0;i204-222o
Q13541;0;0;i
Q13542;0;0;i
Q13546;0;0;i
Q13547;0;0;i
Q13554;1;0;i197-215o
Q13555;1;0;i197-215o
Q13557;1;0;i197-215o
Q13561;0;0;i
Q13562;0;0;i
Q13563;7;0;o224-248i423-443o463-489i509-527o556-577i597-619o659-680i
Q13564;0;0;i
Q13568;0;0;i
Q13569;0;0;i
Q13571;5;0;o15-37i57-85o91-115i136-156o184-205i
Q13572;0;0;i
Q13573;0;0;i
Q13574;0;0;i
Q13576;0;0;i
Q13585;7;0;o27-53i65-83o103-124i145-166o186-209i236-262o274-297i
Q13586;1;Y;n7-17c22/23o214-232i
Q13588;0;0;i
Q13591;1;Y;n3-14c22/23o968-990i
Q13595;0;0;i
Q13596;1;0;o389-410i
Q13601;0;0;i
Q13608;0;0;i
Q13609;0;Y;n5-15c20/21o
Q13610;0;0;i
Q13613;1;0;o584-602i
Q13614;0;0;i
Q13615;0;0;i
Q13616;0;0;i
Q13617;0;0;i
Q13618;0;0;i
Q13619;0;0;i
Q13620;0;0;i
Q13621;11;0;o191-218i225-248o260-280i301-320o326-347i379-398o418-438i545-564o570-591i603-627o913-932i
Q13625;0;0;i
Q13627;0;0;i
Q13630;0;0;i
Q13634;1;Y;n8-19c24/25o615-636i
Q13635;12;0;o439-458i470-495o501-523i544-567o573-596i751-768o788-806i1027-1048o1054-1076i1083-1109o1121-1141i1153-1178o
Q13636;0;0;i
Q13637;0;0;i
Q13639;7;0;o20-45i57-79o99-117i138-158o192-213i260-281o293-315i
Q13641;1;Y;n21-31c49/50o356-376i
Q13642;0;0;i
Q13643;0;0;i
Q13651;1;Y;n4-15c23/24o236-260i
Q13671;0;0;i
Q13683;1;0;o1082-1104i
Q13685;0;0;i
Q13686;0;Y;n5-15c19/20o
Q13698;20;0;i55-72o92-112i124-145o196-218i278-299o311-333i433-450o470-488i562-581o634-661i795-817o837-858i870-896o916-946i1042-1068o1122-1140i1152-1170o1182-1199i1266-1284o1357-1381i
Q13702;0;0;i
Q13705;1;Y;n6-17c22/23o138-160i
Q13724;1;0;i43-66o
